address,addressCity,Zipcode,area,baths,beds,soldPrice,zestimate,latitude,longitude,livingArea,rentZestimate,daysOnZillow,homeType,median_income,bus_stops_1km,police_beat,restaurants_nearby,cafes_nearby,schools_nearby,parks_nearby,gyms_nearby,supermarkets_nearby,drive_to_uiuc_main_quad_min,drive_to_downtown_champaign_min,drive_to_carle_hospital_min,drive_to_memorial_stadium_min,drive_to_willard_airport_min
"2218 Pebblebrooke Ln, Urbana, IL 61802",Urbana,61802,1290,2.0,2.0,"$232,000",242500,40.088966,-88.16323,1290,1614,305,CONDO,111250.0,2.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.8,16.383333333333333,10.983333333333333,10.5,16.566666666666666
"2930 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,2900,5.0,5.0,"$510,000",533600,40.092415,-88.16753,2900,3374,309,SINGLE_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,13.766666666666667,15.566666666666666,9.5,9.116666666666667,17.25
"1904 S Lucas St, Urbana, IL 61802",Urbana,61802,1775,3.0,3.0,"$339,000",356400,40.093945,-88.182816,1775,2532,319,SINGLE_FAMILY,53790.0,29.0,,6.0,1.0,4.0,2.0,2.0,2.0,12.266666666666667,14.25,8.233333333333333,7.783333333333333,16.916666666666668
"1606 Montgomery St, Urbana, IL 61802",Urbana,61802,2161,2.5,4.0,"$270,000",283900,40.0993,-88.17345,2161,2494,321,SINGLE_FAMILY,84683.0,21.0,,0.0,0.0,3.0,2.0,0.0,0.0,13.183333333333334,14.983333333333333,8.916666666666666,8.533333333333333,19.166666666666668
"2110 E Michigan Ave, Urbana, IL 61802",Urbana,61802,1262,2.0,3.0,"$200,000",210000,40.10201,-88.17999,1262,1928,326,SINGLE_FAMILY,84683.0,36.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.3,14.183333333333334,7.266666666666667,7.716666666666667,18.35
"3304 Douglas Woods Dr, Urbana, IL 61802",Urbana,61802,2218,3.0,3.0,"$362,000",388600,40.076504,-88.15946,2218,2499,349,SINGLE_FAMILY,111250.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.916666666666666,17.5,12.116666666666667,10.766666666666667,15.516666666666667
"1407 Greenridge Dr, Urbana, IL 61802",Urbana,61802,1199,2.0,3.0,"$165,000",191200,40.101326,-88.17744,1199,1869,354,SINGLE_FAMILY,84683.0,32.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.95,14.616666666666667,7.916666666666667,8.15,18.783333333333335
"2418 Saint Andrews Rd, Urbana, IL 61802",Urbana,61802,2709,4.0,5.0,"$500,000",529100,40.08744,-88.17706,2709,4099,357,SINGLE_FAMILY,111250.0,9.0,,2.0,0.0,3.0,0.0,1.0,1.0,13.916666666666666,15.9,9.883333333333333,9.433333333333334,17.133333333333333
"1734 S Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1955,3.0,5.0,"$505,000",552000,40.097,-88.17885,1955,3135,363,SINGLE_FAMILY,111250.0,22.0,,0.0,0.0,2.0,2.0,0.0,0.0,12.716666666666667,14.533333333333333,8.45,8.066666666666666,18.483333333333334
"1603 Greenridge Dr, Urbana, IL 61802",Urbana,61802,1565,2.0,3.0,"$245,000",259700,40.099113,-88.17761,1565,2158,377,SINGLE_FAMILY,84683.0,27.0,,0.0,0.0,3.0,2.0,1.0,0.0,12.666666666666666,14.85,8.633333333333333,8.383333333333333,19.016666666666666
"2006 Summit Dr, Urbana, IL 61802",Urbana,61802,1300,2.0,3.0,"$215,000",228000,40.08355,-88.18205,1300,1893,378,SINGLE_FAMILY,104500.0,15.0,,2.0,1.0,4.0,1.0,1.0,1.0,12.616666666666667,14.25,10.183333333333334,7.883333333333334,15.45
"2513 S Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,3858,5.0,5.0,"$660,000",700900,40.084343,-88.16915,3858,4634,396,SINGLE_FAMILY,111250.0,3.0,,2.0,0.0,1.0,0.0,0.0,0.0,13.116666666666667,14.75,10.683333333333334,8.383333333333333,15.666666666666666
"2635 Muirfield Pl, Urbana, IL 61802",Urbana,61802,3250,5.0,5.0,"$687,000",729800,40.08458,-88.17235,3250,4640,399,SINGLE_FAMILY,111250.0,4.0,,2.0,0.0,2.0,0.0,0.0,0.0,14.033333333333333,15.65,11.266666666666667,9.3,16.583333333333332
"2613 Muirfield Pl, Urbana, IL 61802",Urbana,61802,2071,4.0,5.0,"$565,000",600400,40.08594,-88.17253,2071,3552,403,SINGLE_FAMILY,111250.0,5.0,,2.0,0.0,2.0,0.0,0.0,0.0,14.333333333333334,15.966666666666667,11.583333333333334,9.6,16.883333333333333
"2106 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1650,2.0,3.0,"$170,000",244100,40.100487,-88.18041,1650,1903,420,SINGLE_FAMILY,84683.0,3.0,,3.0,1.0,3.0,3.0,1.0,0.0,11.566666666666666,14.016666666666667,7.533333333333333,7.55,18.183333333333334
"2309 Cobble Creek Ct, Urbana, IL 61802",Urbana,61802,3040,4.0,3.0,"$530,000",528200,40.086597,-88.18088,3040,3332,428,SINGLE_FAMILY,111250.0,14.0,,4.0,1.0,4.0,1.0,1.0,1.0,13.6,15.216666666666667,9.833333333333334,8.866666666666667,16.45
"1314 Montgomery St, Urbana, IL 61802",Urbana,61802,1860,3.0,3.0,"$192,000",204900,40.102524,-88.17349,1860,2802,431,SINGLE_FAMILY,84683.0,25.0,,0.0,0.0,2.0,1.0,1.0,0.0,12.6,14.766666666666667,8.583333333333334,9.6,19.966666666666665
"3307 Douglas Woods Dr, Urbana, IL 61802",Urbana,61802,3003,3.0,3.0,"$352,500",375500,40.076008,-88.15872,3003,3060,442,SINGLE_FAMILY,111250.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.95,17.55,12.15,10.8,15.55
"1512 S Abercorn St, Urbana, IL 61802",Urbana,61802,1990,2.0,4.0,"$154,000",164300,40.099693,-88.17233,1990,2742,452,SINGLE_FAMILY,84683.0,20.0,,0.0,0.0,2.0,1.0,0.0,0.0,13.283333333333333,15.083333333333334,9.016666666666667,8.616666666666667,19.25
"1746 S Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,2243,3.0,3.0,"$775,000",828300,40.096905,-88.17988,2243,3831,463,SINGLE_FAMILY,111250.0,25.0,,3.0,1.0,1.0,2.0,0.0,1.0,12.833333333333334,14.633333333333333,8.566666666666666,8.183333333333334,17.866666666666667
"3004 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1707,4.0,3.0,"$299,900",320900,40.090836,-88.16767,1707,1765,467,MULTI_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.316666666666666,16.116666666666667,10.05,9.65,16.65
"3038 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$160,000",171300,40.090725,-88.165344,1150,1512,468,APARTMENT,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.2,17.0,10.933333333333334,10.533333333333333,17.533333333333335
"1322 Montgomery St, Urbana, IL 61802",Urbana,61802,2199,4.0,4.0,"$240,500",257400,40.102013,-88.173485,2199,2904,470,SINGLE_FAMILY,84683.0,24.0,,0.0,0.0,2.0,1.0,1.0,0.0,12.55,14.716666666666667,8.516666666666667,9.166666666666666,19.8
"2111 E Country Squire Dr, Urbana, IL 61802",Urbana,61802,1308,2.0,3.0,"$155,000",166000,40.102283,-88.18,1308,1667,473,SINGLE_FAMILY,84683.0,37.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.183333333333334,13.783333333333333,7.166666666666667,7.933333333333334,18.566666666666666
"2838 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1893,4.0,5.0,"$534,900",573800,40.09469,-88.1712,1893,3042,481,SINGLE_FAMILY,111250.0,37.0,,3.0,0.0,0.0,1.0,0.0,0.0,13.266666666666667,15.066666666666666,9.0,8.616666666666667,17.6
"3038 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$168,000",180500,40.090393,-88.167015,1150,1512,489,APARTMENT,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.516666666666667,16.333333333333332,10.25,9.866666666666667,16.866666666666667
"2421 Stricker Ln, Urbana, IL 61802",Urbana,61802,2670,4.0,4.0,"$450,000",483600,40.086384,-88.164,2670,3293,491,SINGLE_FAMILY,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.816666666666666,16.4,11.016666666666667,10.833333333333334,16.6
"3038 E Stillwater Lndg #101, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$168,000",180500,40.090725,-88.165344,1150,1512,491,CONDO,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.2,17.0,10.933333333333334,10.533333333333333,17.533333333333335
"3034 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$174,000",187200,40.090393,-88.167015,1150,1512,494,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.516666666666667,16.333333333333332,10.25,9.866666666666667,16.866666666666667
"3044 Stillwater Lndg APT 102, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$168,000",180800,40.090145,-88.16541,1150,1512,495,CONDO,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.0,16.583333333333332,11.183333333333334,10.483333333333333,16.766666666666666
"3034 E Stillwater Lndg APT 201, Urbana, IL 61802",Urbana,61802,1264,2.0,2.0,"$174,000",187200,40.090664,-88.1658,1264,1721,497,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.033333333333333,16.85,10.766666666666667,10.383333333333333,17.383333333333333
"2012 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1073,1.0,3.0,"$118,000",127200,40.101257,-88.18246,1073,1519,504,SINGLE_FAMILY,55684.0,38.0,,6.0,1.0,4.0,3.0,1.0,1.0,11.866666666666667,14.316666666666666,7.833333333333333,7.866666666666666,18.483333333333334
"3026 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$137,000",164500,40.090393,-88.167015,1150,1349,508,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.516666666666667,16.333333333333332,10.25,9.866666666666667,16.866666666666667
"3014 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,2432,3.0,4.0,"$401,000",432700,40.09017,-88.1677,2432,3195,510,SINGLE_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.133333333333333,15.933333333333334,9.866666666666667,9.483333333333333,16.766666666666666
"3033 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,5300,5.0,5.0,"$560,000",605100,40.089203,-88.16719,5300,5092,524,SINGLE_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.366666666666667,15.95,10.55,10.1,16.133333333333333
"1601 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1296,2.0,3.0,"$179,000",193400,40.09954,-88.17521,1296,2127,525,SINGLE_FAMILY,84683.0,4.0,,0.0,0.0,3.0,2.0,0.0,0.0,12.666666666666666,14.666666666666666,8.633333333333333,8.2,18.833333333333332
"2102 E Pennsylvania Ave, Urbana, IL 61802",Urbana,61802,1391,2.0,3.0,"$217,500",233400,40.10128,-88.18105,1391,2047,533,SINGLE_FAMILY,84683.0,37.0,,3.0,1.0,3.0,3.0,1.0,0.0,11.233333333333333,13.883333333333333,7.2,7.433333333333334,18.066666666666666
"1705 S Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1767,3.0,3.0,"$392,500",425100,40.09823,-88.17681,1767,2987,536,SINGLE_FAMILY,111250.0,24.0,,0.0,0.0,3.0,2.0,0.0,0.0,13.2,15.183333333333334,9.166666666666666,8.733333333333333,17.866666666666667
"2022 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1874,2.0,4.0,"$158,000",171800,40.100548,-88.1817,1874,1980,543,SINGLE_FAMILY,55684.0,36.0,,5.0,1.0,4.0,3.0,1.0,1.0,11.45,13.9,7.416666666666667,7.45,18.066666666666666
"2734 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1842,2.0,3.0,"$430,000",467700,40.097275,-88.17334,1842,2766,543,SINGLE_FAMILY,111250.0,17.0,,1.0,0.0,1.0,2.0,0.0,0.0,12.716666666666667,14.533333333333333,8.45,8.066666666666666,18.383333333333333
"2630 Wadsworth Ln, Urbana, IL 61802",Urbana,61802,2528,4.0,5.0,"$609,000",665900,40.085556,-88.170044,2528,4063,565,SINGLE_FAMILY,111250.0,3.0,,3.0,0.0,1.0,0.0,0.0,0.0,13.366666666666667,14.983333333333333,10.916666666666666,8.633333333333333,15.916666666666666
"2404 E Florida Ave, Urbana, IL 61802",Urbana,61802,3032,4.0,4.0,"$257,000",295100,40.098854,-88.176285,3032,3488,606,SINGLE_FAMILY,84683.0,25.0,,0.0,0.0,3.0,2.0,0.0,0.0,12.233333333333333,14.033333333333333,7.966666666666667,7.566666666666666,18.2
"2005 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1233,1.0,3.0,"$137,000",171000,40.100758,-88.18287,1233,1592,634,SINGLE_FAMILY,55684.0,17.0,,6.0,1.0,4.0,3.0,2.0,1.0,11.733333333333333,14.183333333333334,7.716666666666667,7.733333333333333,18.366666666666667
"2209 E Pennsylvania Ave, Urbana, IL 61802",Urbana,61802,1295,2.0,3.0,"$165,000",196800,40.100876,-88.17852,1295,1940,635,SINGLE_FAMILY,84683.0,33.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.6,14.266666666666667,7.566666666666666,7.816666666666666,18.433333333333334
"2733 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,2501,4.0,5.0,"$465,000",501800,40.096977,-88.17401,2501,3578,638,SINGLE_FAMILY,111250.0,17.0,,0.0,0.0,1.0,2.0,0.0,0.0,13.4,15.2,9.133333333333333,8.733333333333333,17.7
"2020 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1206,2.0,3.0,"$139,900",168300,40.100735,-88.18197,1206,1675,641,SINGLE_FAMILY,55684.0,17.0,,5.0,1.0,4.0,3.0,1.0,1.0,11.533333333333333,13.983333333333333,7.5,7.516666666666667,18.15
"3030 E Stillwater Lndg #103, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$162,000",180400,40.090656,-88.16653,1150,1512,659,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.783333333333333,16.6,10.516666666666667,10.133333333333333,17.133333333333333
"1506 S Abercorn St, Urbana, IL 61802",Urbana,61802,2216,3.0,4.0,"$220,000",249000,40.100063,-88.17233,2216,2764,664,SINGLE_FAMILY,84683.0,4.0,,0.0,0.0,2.0,1.0,0.0,0.0,13.383333333333333,15.183333333333334,9.116666666666667,8.716666666666667,19.35
"2005 Park Ridge Dr, Urbana, IL 61802",Urbana,61802,1477,2.0,3.0,"$230,000",259100,40.081295,-88.1824,1477,2121,677,SINGLE_FAMILY,104500.0,15.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.3,14.916666666666666,10.85,8.566666666666666,16.133333333333333
"2201 Pebblebrooke Ln, Urbana, IL 61802",Urbana,61802,1300,2.0,2.0,"$207,500",234700,40.089645,-88.16362,1300,1623,691,CONDO,111250.0,14.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.65,16.233333333333334,10.833333333333334,10.633333333333333,16.416666666666668
"2001 Trails Dr, Urbana, IL 61802",Urbana,61802,1930,4.0,4.0,"$348,500",386500,40.076702,-88.181435,1930,3176,701,SINGLE_FAMILY,104500.0,10.0,,2.0,1.0,2.0,1.0,1.0,0.0,13.75,15.366666666666667,11.3,9.016666666666667,14.933333333333334
"2842 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1767,4.0,5.0,"$521,250",561100,40.09467,-88.17091,1767,2946,701,SINGLE_FAMILY,111250.0,8.0,,3.0,0.0,0.0,1.0,0.0,0.0,13.3,15.1,9.033333333333333,8.65,17.633333333333333
"2307 E Pennsylvania Ave, Urbana, IL 61802",Urbana,61802,1176,2.0,3.0,"$150,000",187600,40.100937,-88.17739,1176,1856,711,SINGLE_FAMILY,84683.0,9.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.766666666666667,14.433333333333334,7.75,7.983333333333333,18.616666666666667
"1604 S Curtiss Dr, Urbana, IL 61802",Urbana,61802,1898,2.0,4.0,"$135,000",204700,40.099285,-88.18293,1898,2158,712,SINGLE_FAMILY,55684.0,40.0,,6.0,1.0,4.0,3.0,3.0,1.0,11.466666666666667,13.266666666666667,7.2,6.816666666666666,17.45
"2804 Susan Stone Dr, Urbana, IL 61802",Urbana,61802,1520,2.0,3.0,"$270,000",298400,40.08224,-88.18154,1520,2194,718,SINGLE_FAMILY,104500.0,15.0,,2.0,1.0,3.0,1.0,1.0,1.0,12.633333333333333,14.266666666666667,10.2,7.9,15.466666666666667
"2422 Saint Andrews Rd, Urbana, IL 61802",Urbana,61802,2725,4.0,4.0,"$540,000",570800,40.08719,-88.17708,2725,3739,727,SINGLE_FAMILY,111250.0,9.0,,2.0,0.0,3.0,0.0,1.0,1.0,13.983333333333333,15.816666666666666,9.966666666666667,9.516666666666667,17.066666666666666
"2007 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1943,2.0,3.0,"$103,000",205400,40.10063,-88.182686,1943,2010,728,SINGLE_FAMILY,55684.0,13.0,,6.0,1.0,4.0,3.0,2.0,1.0,11.666666666666666,14.116666666666667,7.633333333333334,7.65,18.283333333333335
"1822 Bohn Cir, Urbana, IL 61802",Urbana,61802,2291,4.0,4.0,"$425,000",481000,40.09675,-88.172104,2291,3635,728,SINGLE_FAMILY,111250.0,13.0,,2.0,0.0,0.0,2.0,0.0,0.0,13.183333333333334,14.983333333333333,8.916666666666666,8.533333333333333,17.816666666666666
"3034 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$166,000",188000,40.090664,-88.1658,1150,1574,739,CONDO,111250.0,21.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.033333333333333,16.85,10.766666666666667,10.383333333333333,17.383333333333333
"3034 E Stillwater Lndg APT 102, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$166,000",189700,40.090664,-88.1658,1150,1574,740,CONDO,111250.0,16.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.033333333333333,16.85,10.766666666666667,10.383333333333333,17.383333333333333
"2709 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1769,3.0,3.0,"$399,900",431100,40.097572,-88.17533,1769,3018,743,SINGLE_FAMILY,111250.0,21.0,,0.0,0.0,2.0,2.0,0.0,0.0,13.116666666666667,14.916666666666666,8.85,8.466666666666667,17.966666666666665
"2201 E Country Squire Dr, Urbana, IL 61802",Urbana,61802,899,1.0,3.0,"$142,000",159800,40.102295,-88.17954,899,1456,760,SINGLE_FAMILY,84683.0,35.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.25,13.85,7.216666666666667,7.983333333333333,18.616666666666667
"2117 S Stonebrooke Ct, Urbana, IL 61802",Urbana,61802,1488,3.0,3.0,"$234,900",263700,40.090065,-88.163795,1488,2219,761,TOWNHOUSE,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.633333333333333,16.233333333333334,10.833333333333334,10.85,16.416666666666668
"3034 Stillwater Lndg #103, Urbana, IL 61802",Urbana,61802,1084,2.0,2.0,"$162,000",185400,40.09067,-88.166046,1084,1517,768,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.95,16.766666666666666,10.683333333333334,10.3,17.3
"2001 Park Ridge Dr, Urbana, IL 61802",Urbana,61802,1725,2.0,3.0,"$220,000",256500,40.081017,-88.18284,1725,2409,774,SINGLE_FAMILY,104500.0,15.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.25,14.866666666666667,10.8,8.516666666666667,15.716666666666667
"2213 Pebblebrooke Ln, Urbana, IL 61802",Urbana,61802,1368,3.0,3.0,"$245,000",268000,40.089314,-88.16324,1368,2119,783,TOWNHOUSE,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.733333333333333,16.316666666666666,10.933333333333334,10.55,16.516666666666666
"2102 E Vermont Ave, Urbana, IL 61802",Urbana,61802,2322,2.0,6.0,"$130,000",220800,40.100517,-88.18104,2322,2286,784,SINGLE_FAMILY,84683.0,37.0,,3.0,1.0,3.0,3.0,1.0,0.0,11.433333333333334,13.883333333333333,7.4,7.433333333333334,18.05
"2801 Susan Stone Dr, Urbana, IL 61802",Urbana,61802,1550,2.0,3.0,"$239,900",262000,40.082462,-88.182106,1550,2170,784,SINGLE_FAMILY,104500.0,16.0,,2.0,1.0,4.0,1.0,1.0,1.0,12.65,14.266666666666667,10.2,7.916666666666667,15.483333333333333
"2505 Saint Andrews Rd, Urbana, IL 61802",Urbana,61802,2451,3.0,4.0,"$530,000",514100,40.087288,-88.1778,2451,2771,784,SINGLE_FAMILY,111250.0,39.0,,2.0,0.0,4.0,0.0,1.0,1.0,14.083333333333334,15.7,10.083333333333334,9.35,16.95
"2010 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1219,2.0,3.0,"$200,000",202600,40.101204,-88.18267,1219,1653,131,SINGLE_FAMILY,55684.0,39.0,,6.0,1.0,4.0,3.0,2.0,1.0,11.75,14.2,7.716666666666667,7.733333333333333,18.366666666666667
"3020 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$185,000",187300,40.090393,-88.167015,1150,1440,131,MULTI_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.516666666666667,16.333333333333332,10.25,9.866666666666667,16.866666666666667
"2405 Nugent Cir, Urbana, IL 61802",Urbana,61802,2354,4.0,4.0,"$435,000",440700,40.08745,-88.16353,2354,3240,137,SINGLE_FAMILY,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.933333333333334,16.516666666666666,11.133333333333333,10.95,16.716666666666665
"3020 E Stillwater Lndg APT 203, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$185,000",187600,40.090405,-88.16633,1150,1507,138,CONDO,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.866666666666667,16.45,10.466666666666667,10.083333333333334,16.633333333333333
"2602 Wadsworth Ln, Urbana, IL 61802",Urbana,61802,2687,4.0,5.0,"$725,000",735900,40.08716,-88.17137,2687,4288,153,SINGLE_FAMILY,111250.0,4.0,,3.0,0.0,2.0,0.0,0.0,0.0,13.666666666666666,15.3,10.566666666666666,8.933333333333334,16.216666666666665
"3030 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$173,000",182500,40.090656,-88.16653,1150,1507,155,CONDO,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.783333333333333,16.6,10.516666666666667,10.133333333333333,17.133333333333333
"3030 E Stillwater Lndg APT 204, Urbana, IL 61802",Urbana,61802,1350,2.0,2.0,"$172,900",175700,40.090656,-88.16653,1350,1726,158,CONDO,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.783333333333333,16.6,10.516666666666667,10.133333333333333,17.133333333333333
"1913 Galena St, Urbana, IL 61802",Urbana,61802,1749,2.0,3.0,"$150,100",284300,40.08027,-88.18267,1749,2415,165,SINGLE_FAMILY,104500.0,14.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.4,15.016666666666667,10.95,8.666666666666666,15.866666666666667
"3044 Stillwater Lndg #104, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$170,000",172900,40.090145,-88.16541,1150,1692,165,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.0,16.583333333333332,11.183333333333334,10.483333333333333,16.766666666666666
"2007 E Florida Ave, Urbana, IL 61802",Urbana,61802,874,1.0,2.0,"$135,000",137600,40.09858,-88.18166,874,1318,180,CONDO,53790.0,37.0,,5.0,1.0,4.0,3.0,3.0,1.0,11.533333333333333,13.333333333333334,7.266666666666667,6.883333333333334,17.5
"1322 S Abercorn St, Urbana, IL 61802",Urbana,61802,2240,4.0,6.0,"$265,000",272900,40.102024,-88.17236,2240,3153,180,SINGLE_FAMILY,84683.0,24.0,,0.0,0.0,2.0,1.0,0.0,0.0,12.783333333333333,15.633333333333333,8.766666666666667,9.166666666666666,19.8
"2007 E Florida Ave APT A, Urbana, IL 61802",Urbana,61802,874,1.0,2.0,"$135,000",137800,40.09858,-88.18166,874,1281,187,MULTI_FAMILY,53790.0,37.0,,5.0,1.0,4.0,3.0,3.0,1.0,11.533333333333333,13.333333333333334,7.266666666666667,6.883333333333334,17.5
"2705 E Stone Creek Blvd, Urbana, IL 61802",Urbana,61802,1780,4.0,5.0,"$547,500",559400,40.097576,-88.17561,1780,3195,194,SINGLE_FAMILY,111250.0,20.0,,0.0,0.0,2.0,2.0,0.0,0.0,13.15,14.95,8.866666666666667,8.483333333333333,18.0
"2406 Nugent Cir, Urbana, IL 61802",Urbana,61802,2347,3.0,4.0,"$400,000",409700,40.087467,-88.1628,2347,2841,208,SINGLE_FAMILY,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.933333333333334,16.516666666666666,11.116666666666667,10.95,16.716666666666665
"2406 Stricker Ln, Urbana, IL 61802",Urbana,61802,2425,4.0,4.0,"$430,000",441600,40.087383,-88.164,2425,3000,221,SINGLE_FAMILY,111250.0,27.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.566666666666666,16.166666666666668,10.766666666666667,10.583333333333334,16.35
"1910 S Lucas St, Urbana, IL 61802",Urbana,61802,1501,2.0,3.0,"$325,000",333700,40.09329,-88.182816,1501,2301,221,SINGLE_FAMILY,53790.0,27.0,,6.0,1.0,5.0,1.0,2.0,2.0,12.483333333333333,14.45,8.45,8.0,17.133333333333333
"2015 E Vermont Ave, Urbana, IL 61802",Urbana,61802,1626,2.0,3.0,"$35,000",163900,40.1001,-88.18188,1626,2032,225,SINGLE_FAMILY,55684.0,37.0,,5.0,1.0,4.0,3.0,2.0,1.0,11.45,13.9,7.416666666666667,7.433333333333334,18.066666666666666
"1417 Montgomery St, Urbana, IL 61802",Urbana,61802,2230,3.0,4.0,"$270,000",280200,40.100735,-88.1741,2230,2765,270,SINGLE_FAMILY,84683.0,27.0,,0.0,0.0,3.0,2.0,0.0,0.0,12.883333333333333,15.233333333333333,8.866666666666667,8.783333333333333,19.416666666666668
"1905 Kathryn, Urbana, IL 61802",Urbana,61802,1698,2.0,3.0,"$325,000",337400,40.093727,-88.182274,1698,2834,271,SINGLE_FAMILY,53790.0,3.0,,5.0,1.0,4.0,1.0,2.0,2.0,12.5,14.483333333333333,8.466666666666667,8.016666666666667,17.15
"2111 S Stonebrooke Ct, Urbana, IL 61802",Urbana,61802,1312,3.0,2.0,"$272,500",287500,40.090282,-88.163506,1312,1565,291,MULTI_FAMILY,111250.0,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.733333333333333,16.316666666666666,10.916666666666666,10.95,16.5
"1416 S Abercorn St, Urbana, IL 61802",Urbana,61802,2056,3.0,3.0,"$251,500",262700,40.100876,-88.17235,2056,2699,300,SINGLE_FAMILY,84683.0,3.0,,0.0,0.0,2.0,1.0,0.0,0.0,13.8,15.6,9.716666666666667,9.133333333333333,19.766666666666666
"2637 Wadsworth Ln, Urbana, IL 61802",Urbana,61802,2415,4.0,4.0,"$622,000",687100,40.08482,-88.1707,2415,4103,889,SINGLE_FAMILY,111250.0,3.0,,2.0,0.0,1.0,0.0,0.0,0.0,13.55,15.183333333333334,11.116666666666667,8.816666666666666,16.1
